Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
3881131719.50946,,1857,10.9998,10.9998,20000.055,9.8999999E-6,11.171534,0.248022,16.748411,0.07896,17.008312,0.06281,33.756723,0.07896,1.8716216,2.6016287,0.085673489,87.612022,270.36035,2.235,1,,,,1.3442805E-5,6.0851949,124.80317,1.4992043,0
3881131851.23313,,1857,11.7955,11.7955,20000.066,9.8999999E-6,11.893954,0.22641645,20.263149,0.09471,19.823858,0.07069,40.087007,0.09471,0.22334734,2.9164739,0.10404682,86.604397,270.13346,2.23,1,,,,1.4309197E-5,5.2032574,141.46613,1.7036512,0
3881131983.85258,,1857,12.5921,12.5921,20000.211,9.8999999E-6,12.657144,0.24486607,24.371337,0.09383,23.026052,0.06108,47.397389,0.09383,2.0265576,3.2049639,0.11487504,86.501411,270.31077,2.158,1,,,,1.54226E-5,5.8329478,160.2033,1.9255004,0
3881132117.37401,,1857,13.3877,13.3877,20000.031,9.8999999E-6,13.431401,0.25937557,29.043415,0.1127,26.575651,0.05577,55.619066,0.1127,2.0689806,3.5484858,0.13217612,85.950753,270.55664,2.163,1,,,,1.6400967E-5,6.4099277,180.40254,2.1623518,0
3881132254.03909,,1857,14.1837,14.1837,19999.98,9.8999999E-6,14.2178,0.27789373,34.341662,0.159,30.446782,0.07057,64.788445,0.159,7.6652863,3.8928492,0.14820212,85.597718,270.83728,2.232,1,,,,1.746244E-5,7.0969716,202.14584,2.4153991,0
3881132391.44986,,1857,14.9795,14.9795,20000.043,9.8999999E-6,15.009108,0.2934293,40.167626,0.1786,34.653893,0.09438,74.821519,0.1786,5.1863625,4.2510063,0.16700805,85.100917,271.35656,2.22,1,,,,1.8527302E-5,7.7856984,225.27333,2.6762167,0
3881132533.25443,,1857,15.7755,15.7755,20000.066,9.8999999E-6,15.805201,0.31146498,46.617142,0.2367,39.13413,0.1143,85.751271,0.2367,7.8703855,4.6307171,0.18630042,84.691255,271.90649,2.282,1,,,,1.9551052E-5,8.5020125,249.80439,2.949481,0
3881132678.05946,,1857,16.5715,16.5715,20000.236,9.8999999E-6,16.608862,0.32886337,53.763025,0.1604,43.914384,0.123,97.677408,0.1604,1.9712393,5.0220971,0.20670838,84.276466,272.45467,2.1,1,,,,2.0598973E-5,9.2614343,275.85429,3.2370083,0
3881132823.409,,1857,17.3673,17.3673,20000.199,9.8999999E-6,17.407918,0.34637242,61.601561,0.1623,48.929693,0.1282,110.53125,0.1623,2.2385504,5.4326239,0.22900873,83.82369,272.87838,2.073,1,,,,2.1622585E-5,10.044194,303.03561,3.5387092,0
3881132972.08912,,1857,18.1635,18.1635,20000.189,9.8999999E-6,18.207357,0.36113794,70.471215,0.1988,54.271404,0.1517,124.74262,0.1988,1.0398603,5.8893836,0.25412412,83.346181,272.86557,2.092,1,,,,2.2596834E-5,10.865248,331.50787,3.8704801,0
3881133122.66358,,1857,18.9595,18.9595,20000.211,9.8999999E-6,19.008976,0.37850462,80.136424,0.2418,59.888827,0.1858,140.02525,0.2418,1.982215,6.3429272,0.27875127,82.929432,272.88812,2.114,1,,,,2.3637646E-5,11.778767,361.34118,4.2157149,0
3881133275.2102,,1857,19.7551,19.7551,20000.031,9.8999999E-6,19.809208,0.39458774,90.905248,0.3092,65.76206,0.2037,156.66731,0.3092,2.4735332,6.8456483,0.30634542,82.482834,272.60741,2.151,1,,,,2.4604772E-5,12.685854,392.40471,4.5890401,0
3881133433.73209,,1857,20.5512,20.5512,20000.006,9.8999999E-6,20.609582,0.41123188,102.79425,0.3234,71.85278,0.2142,174.64703,0.3234,2.8981921,7.3771271,0.33501841,82.061607,272.14616,2.13,1,,,,2.5559361E-5,13.691297,424.75488,4.9876921,0
3881133594.62793,,1857,21.347,21.347,19999.959,9.8999999E-6,21.409913,0.42756015,116.09282,0.3366,78.111632,0.2411,194.20445,0.3366,1.1176885,7.9550375,0.36509596,81.668187,271.35314,2.11,1,,,,2.6473548E-5,14.754254,458.38436,5.4223863,0
3881133758.08363,,1857,22.1427,22.1427,20000.225,9.8999999E-6,22.21113,0.44386005,131.12866,0.3732,84.587929,0.275,215.71659,0.3732,1.1208399,8.6003704,0.3979693,81.266405,270.1361,2.106,1,,,,2.7332206E-5,15.910075,493.33429,5.9037367,0
3881133925.62768,,1857,22.9389,22.9389,20000.236,9.8999999E-6,23.012626,0.46002194,148.09458,0.4426,91.330579,0.2984,239.42516,0.4426,1.0456096,9.2783287,0.43025725,80.929559,268.52783,2.12,1,,,,2.8255663E-5,17.200741,529.58095,6.4353621,0
3881134097.65052,,1857,23.7344,23.7344,20000.043,9.8999999E-6,23.814882,0.47655417,167.76844,0.4981,98.267543,0.3233,266.03598,0.4981,0.93172735,10.079981,0.46713987,80.566851,266.25658,2.117,1,,,,2.906031E-5,18.556657,567.14859,7.0446891,0
3881134275.09979,,1857,24.5307,24.5307,20000.211,9.8999999E-6,24.615814,0.49162518,190.95661,0.5529,105.39785,0.3635,296.35447,0.5529,0.99999832,10.97646,0.50362628,80.286844,263.1579,2.107,1,,,,2.9898801E-5,20.159963,605.93828,7.7574772,0
3881134461.12158,,1857,25.3266,25.3266,20000.248,9.8999999E-6,25.417164,0.50641945,218.95734,0.68,112.73221,0.4014,331.68954,0.68,1.101032,12.020744,0.54222673,80.014428,259.01787,2.121,1,,,,3.0755427E-5,21.95292,646.03223,8.6145464,0
3881134653.56467,,1857,26.1225,26.1225,20000.273,9.8999999E-6,26.217982,0.51929471,254.0378,0.7824,120.33808,0.4248,374.37588,0.7824,0.90482133,13.339178,0.58597641,79.74439,253.42983,2.111,1,,,,3.1518729E-5,24.041488,687.3826,9.6894488,0
3881134855.15892,,1857,26.9183,26.9183,20000.189,9.8999999E-6,27.017342,0.53117782,300.92268,1.05,128.05104,0.4561,428.97372,1.05,1.1108994,15.066119,0.63330483,79.505346,245.57334,2.136,1,,,,3.2265177E-5,26.678357,729.93677,11.13813,0
3881135069.4481,,1857,27.7147,27.7147,20000.211,9.8999999E-6,27.814128,0.53648785,371.15328,1.458,135.84775,0.5084,507.00103,1.458,1.3760505,17.677395,0.68918873,79.28303,233.67805,2.156,1,,,,3.2884986E-5,30.132238,773.6257,13.344056,0
3881135301.96796,,1857,28.51,28.51,20000.225,9.8999999E-6,28.605088,0.52671467,503.04601,2.857,143.83676,0.5569,646.88277,2.857,2.6207967,22.67351,0.76398664,79.024756,212.93675,2.282,1,,,,3.3297258E-5,35.354791,818.25107,17.585893,0
3881137025.35052,,1857,28.9999,28.9999,20000.225,9.8999999E-6,29.176589,0.61145482,756.82632,10.66,149.67734,0.5808,906.50365,10.66,1066.0388,31.061147,0.83369293,78.018301,180.94019,3.01,1,,,,3.5107243E-5,61.038595,851.27332,25.939507,0
3881138788.85658,,1857,29.7244,29.7244,20000.031,9.8999999E-6,29.823034,0.66363649,996.66986,106.3,156.19844,0.6056,1152.8683,106.3,2638.652,34.336317,0.61037059,83.180067,160.07173,11.16,1,,,,3.8756348E-5,86.884706,889.41336,33.419466,0
3881139262.63823,,1857,30.4483,30.4483,20000.006,9.8999999E-6,30.617687,0.64077043,318.58635,0.8968,164.75795,0.6492,483.3443,0.8968,4.7043456,14.789415,0.68115126,79.627525,272.4883,2.326,1,,,,3.6511509E-5,29.908376,937.44279,10.405304,0
3881139470.87809,,1857,31.1726,31.1726,20000.055,9.8999999E-6,31.331429,0.65611137,312.83024,0.9226,172.46856,0.6898,485.2988,0.9226,0.39914952,14.743568,0.7026263,79.507406,280.73374,2.403,1,,,,3.6638738E-5,29.578829,981.65843,9.9845506,0
3881139679.00482,,1857,31.8953,31.8953,20000.066,9.8999999E-6,32.059325,0.66912323,315.19999,0.9978,180.62061,0.7199,495.82061,0.9978,0.37886919,14.779089,0.71791712,79.448406,286.45308,2.478,1,,,,3.7255975E-5,29.487136,1027.8003,9.8317727,0
3881139887.29977,,1857,32.6197,32.6197,20000.225,9.8999999E-6,32.783995,0.67976042,322.36482,1.061,188.93376,0.7457,511.29859,1.061,0.45290482,14.975571,0.73533793,79.415577,290.49037,2.536,1,,,,3.7862557E-5,29.558178,1074.7903,9.8329941,0
3881140098.65094,,1857,33.3433,33.3433,20000.236,9.8999999E-6,33.510281,0.69356508,331.94131,1.127,197.17291,0.7815,529.11422,1.127,0.41568179,15.240667,0.75262224,79.408771,293.69694,2.59,1,,,,3.8465436E-5,29.951141,1122.9389,9.905656,0
3881140310.99177,,1857,34.0685,34.0685,20000.26,9.8999999E-6,34.239354,0.70614685,343.87796,1.265,205.48689,0.832,549.36485,1.265,0.64063744,15.568872,0.77141413,79.38827,296.12845,2.661,1,,,,3.9084172E-5,30.481333,1172.3334,10.043354,0
3881140525.11796,,1857,34.7928,34.7928,20000.225,9.8999999E-6,34.966689,0.72038724,358.45411,1.284,213.99402,0.8932,572.44812,1.284,0.44659147,16.042177,0.79460305,79.387387,297.70134,2.688,1,,,,3.9527706E-5,31.137744,1222.6694,10.251302,0
3881140743.40045,,1857,35.5173,35.5173,20000.055,9.8999999E-6,35.698453,0.73643529,374.27326,1.262,222.86554,0.9499,597.1388,1.262,0.20041997,16.494455,0.81662105,79.376229,298.95612,2.7,1,,,,4.0112099E-5,32.084354,1274.3795,10.484299,0
3881140964.62516,,1857,36.2414,36.2414,20000.225,9.8999999E-6,36.428537,0.75016182,392.60689,1.359,231.94125,0.9753,624.54815,1.359,0.28047269,17.019474,0.84048,79.363748,299.49083,2.745,1,,,,4.0685113E-5,32.98891,1327.0383,10.777454,0
3881141187.99874,,1857,36.965,36.965,20000.189,9.8999999E-6,37.158042,0.76301218,414.33308,1.496,241.15771,0.975,655.49079,1.496,0.40330878,17.642019,0.86748284,79.328676,299.1289,2.795,1,,,,4.124676E-5,34.038947,1380.7201,11.150563,0
3881141417.16769,,1857,37.6897,37.6897,20000.225,9.8999999E-6,37.887749,0.77569811,440.90525,1.569,250.46746,0.9904,691.37271,1.569,0.38769618,18.438732,0.89994989,79.275023,297.58246,2.819,1,,,,4.1711176E-5,35.284037,1435.4815,11.637146,0
3881141651.17906,,1857,38.4138,38.4138,20000.236,9.8999999E-6,38.671472,0.90105705,335.33074,1.234,260.35719,1.036,595.68793,1.234,0.14139472,15.170415,0.79749204,79.919112,337.64303,3.019,1,,,,4.2581965E-5,36.877464,1495.4827,8.6712692,0
3881141860.49264,,1857,39.1377,39.1377,20000.225,9.8999999E-6,39.351904,0.81944691,334.33976,1.404,269.54194,1.07,603.8817,1.404,0.39275644,15.202412,0.82604298,79.462513,343.96567,3.14,1,,,,4.3066753E-5,30.34083,1548.5724,8.496152,0
3881142070.02914,,1857,39.8617,39.8617,20000.176,9.8999999E-6,40.077816,0.82819066,341.0746,1.458,279.52012,1.08,620.59472,1.458,0.42096528,15.40311,0.84103765,79.444236,347.69489,3.196,1,,,,4.3637004E-5,30.404824,1606.2314,8.5103089,0
3881142281.38242,,1857,40.5858,40.5858,20000.189,9.8999999E-6,40.804456,0.84007858,350.0921,1.499,289.66455,1.096,639.75665,1.499,0.43821865,15.677521,0.85958302,79.40675,350.52865,3.24,1,,,,4.4176362E-5,30.806219,1665.0036,8.5797517,0
3881142496.73647,,1857,41.31,41.31,20000.26,9.8999999E-6,41.534775,0.85483081,360.29914,1.425,299.81093,1.137,660.11007,1.425,0.19940077,15.986898,0.87790789,79.401942,352.93085,3.24,1,,,,4.4683413E-5,31.355042,1725.1375,8.674638,0
3881142711.6729,,1857,42.0336,42.0336,20000.211,9.8999999E-6,42.263574,0.87002346,371.28032,1.448,310.09408,1.178,681.3744,1.448,0.1679083,16.309148,0.89680864,79.392128,355.02729,3.272,1,,,,4.5202248E-5,31.973796,1786.2097,8.7848774,0
3881142928.45949,,1857,42.7582,42.7582,20000.164,9.8999999E-6,42.991719,0.88358839,382.68421,1.496,320.73278,1.196,703.41699,1.496,0.15421433,16.630908,0.91510269,79.394596,356.96721,3.313,1,,,,4.575032E-5,32.618295,1848.2879,8.9013472,0
3881143147.98166,,1857,43.4821,43.4821,20000.189,9.8999999E-6,43.722242,0.89830557,394.44787,1.524,331.56696,1.214,726.01483,1.524,0.17397297,16.963561,0.93306397,79.414542,358.80238,3.348,1,,,,4.6280331E-5,33.261817,1911.6345,9.0216753,0
3881143369.42617,,1857,44.2065,44.2065,19999.994,9.8999999E-6,44.450789,0.91181045,406.6924,1.589,342.52502,1.262,749.21742,1.589,0.16432456,17.305085,0.9522448,79.41486,360.45884,3.394,1,,,,4.6810581E-5,33.927122,1975.8726,9.149273,0
3881143627.86545,,1857,44.9996,44.9996,20000.139,9.8999999E-6,45.201111,0.80697176,418.61322,1.502,354.09597,1.32,772.70919,1.502,5.1906443,17.47322,0.96144356,79.434474,362.40797,3.391,1,,,,4.7795167E-5,27.34078,2043.1404,9.2611268,0
3881143995.84597,,1857,47.5007,47.5007,20000.211,9.8999999E-6,47.731958,0.93154905,465.66393,1.877,394.64808,1.366,860.31201,1.877,0.17886266,18.958593,1.0424715,79.45564,366.74907,3.598,1,,,,4.9033185E-5,34.946441,2278.3398,9.7558102,0
3881144389.07495,,1857,50.0004,50.0004,20000.139,9.8999999E-6,50.249203,0.98793993,513.35632,1.997,437.15591,1.499,950.51224,1.997,0.11942939,20.240119,1.1154587,79.431914,370.91085,3.725,1,,,,5.073338E-5,37.917186,2524.9824,10.216208,0
