Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
3881072351.80633,Error: Temperature of platform does not match the system temperature : System = 9.9998 K;  Platform = 10.253 K
3881072395.40224,CALFILE: C:\QDDYNA~1\HEATCA~1\TempCal\Standard\Puck1992.cal|Addenda #169 measured on 12/20/2022 from 10.516 to 70.277 K
3881072395.40458,,1857,9.99967,9.99967,70000.32,9.8999999E-6,10.341952,0.22258495,12.985434,0.1475,14.162361,0.02233,27.147795,0.1475,2.3199663,2.2674651,0.071077699,88.207495,272.44062,2.845,1,,,,1.2351206E-5,5.0730242,106.95597,1.2556077,0
3881072523.39227,,1857,10.678,10.678,70000.43,9.8999999E-6,10.912143,0.20621649,15.374313,0.2893,16.210169,0.05432,31.584482,0.2893,5.0954048,2.529575,0.087394918,87.06426,271.72709,3.496,1,,,,1.2941972E-5,4.5349302,119.07486,1.4089178,0
3881072653.60391,,1857,11.3557,11.3557,70000.375,9.8999999E-6,11.524541,0.2229025,18.03895,0.1814,18.511289,0.07143,36.550239,0.1814,3.3069322,2.7272036,0.092922448,87.215113,272.08712,2.726,1,,,,1.3898164E-5,5.0591499,132.81505,1.5652641,0
3881072783.47789,,1857,12.0341,12.0341,70000.43,9.8999999E-6,12.152032,0.23500803,21.018779,0.206,21.047423,0.07497,42.066202,0.206,2.4413771,2.9801919,0.10438979,86.857376,272.64707,2.709,1,,,,1.4668637E-5,5.4544071,147.67188,1.7296513,0
3881072916.85304,,1857,12.7116,12.7116,70000.117,9.8999999E-6,12.797847,0.25050943,24.507129,0.2084,23.815261,0.0707,48.32239,0.2084,2.4372309,3.2422874,0.11685584,86.467141,272.80991,2.595,1,,,,1.5527164E-5,5.9603838,163.78489,1.9149415,0
3881073049.48164,,1857,13.39,13.39,70000.375,9.8999999E-6,13.455177,0.26341137,28.539015,0.3803,26.861506,0.06838,55.400521,0.3803,0.8707799,3.5391106,0.13192078,85.986669,272.62313,3.022,1,,,,1.6358224E-5,6.4845749,181.04179,2.1210434,0
3881073185.64834,,1857,14.0677,14.0677,70000.242,9.8999999E-6,14.121767,0.27991866,32.810857,0.3014,30.142003,0.07531,62.95286,0.3014,0.56357225,3.8207239,0.1461414,85.60077,273.12869,2.659,1,,,,1.7261009E-5,7.0782213,199.42431,2.3234243,0
3881073322.57935,,1857,14.7457,14.7457,70000.375,9.8999999E-6,14.792859,0.29281987,37.645518,0.3418,33.666829,0.09235,71.312347,0.3418,0.56676766,4.116634,0.15947729,85.375424,273.29269,2.652,1,,,,1.8184962E-5,7.6414477,218.82868,2.544844,0
3881073460.78374,,1857,15.4236,15.4236,70000.125,9.8999999E-6,15.468698,0.30821084,42.868836,0.7772,37.369473,0.1162,80.238309,0.7772,9.2696919,4.3997896,0.16953355,85.396109,273.66139,3.461,1,,,,1.9164646E-5,8.233268,239.28062,2.771328,0
3881073600.20747,,1857,16.1016,16.1016,70000.375,9.8999999E-6,16.144357,0.32049643,48.59315,0.7376,41.28077,0.1345,89.87392,0.7376,1.3041301,4.7423453,0.18928122,84.837344,273.92091,3.204,1,,,,1.9985047E-5,8.7995793,260.64026,3.0099155,0
3881073741.79561,,1857,16.7794,16.7794,70000.438,9.8999999E-6,16.827967,0.33642522,54.708643,0.5351,45.393982,0.1372,100.10263,0.5351,3.5475582,5.0932975,0.21109581,84.218835,274.44729,2.729,1,,,,2.0804281E-5,9.4846905,283.18046,3.2510549,0
3881073887.09285,,1857,17.4575,17.4575,70000.367,9.8999999E-6,17.508501,0.35240835,61.401902,0.7211,49.678805,0.1394,111.08071,0.7211,10.115943,5.4336846,0.22723147,84.006691,274.75278,2.91,1,,,,2.1687388E-5,10.186595,306.54759,3.5069766,0
3881074035.12385,,1857,18.1354,18.1354,70000.156,9.8999999E-6,18.188695,0.36493843,68.740097,0.5913,54.196055,0.1618,122.93615,0.5913,6.1940011,5.8015644,0.24743335,83.616364,274.86176,2.631,1,,,,2.255001E-5,10.867369,330.82861,3.779276,0
3881074185.1054,,1857,18.8134,18.8134,70000.375,9.8999999E-6,18.8704,0.37982499,76.663276,0.4868,58.899103,0.1952,135.56238,0.4868,1.8005581,6.1723671,0.26620176,83.345056,274.94679,2.431,1,,,,2.3434104E-5,11.603129,356.09201,4.0626205,0
3881074337.37416,,1857,19.4915,19.4915,70000.391,9.8999999E-6,19.551747,0.39375352,85.366288,0.3729,63.806511,0.2138,149.1728,0.3729,1.3242484,6.5936588,0.29068336,82.878275,274.7976,2.254,1,,,,2.4230132E-5,12.344734,382.27082,4.3661718,0
3881074492.04755,,1857,20.1693,20.1693,70000.477,9.8999999E-6,20.233764,0.40900923,94.746205,0.3627,68.902286,0.2161,163.64849,0.3627,2.1106388,7.0343562,0.31511919,82.489632,274.60808,2.207,1,,,,2.5003228E-5,13.187318,409.40521,4.6825793,0
3881074647.8495,,1857,20.8475,20.8475,70000.453,9.8999999E-6,20.91463,0.42127579,105.36728,0.4397,74.160489,0.226,179.52777,0.4397,0.78426587,7.4879088,0.33891794,82.154694,273.88524,2.239,1,,,,2.5861722E-5,14.068712,437.42174,5.0379701,0
3881074807.59209,,1857,21.525,21.525,69999.992,9.8999999E-6,21.596933,0.43546205,116.72752,0.682,79.523096,0.2552,196.25062,0.682,4.3695685,7.9816711,0.36534031,81.785767,273.21975,2.394,1,,,,2.6625891E-5,14.975818,466.42754,5.4048194,0
3881074970.94687,,1857,22.2032,22.2032,70000.156,9.8999999E-6,22.280419,0.44996851,129.28196,0.7594,85.063727,0.2899,214.34568,0.7594,2.5220914,8.5140449,0.39202865,81.478634,272.28608,2.398,1,,,,2.736711E-5,15.963342,496.41705,5.8024923,0
3881075138.22644,,1857,22.8811,22.8811,70000.156,9.8999999E-6,22.962333,0.46359257,143.60103,0.6264,90.792229,0.3174,234.39326,0.6264,1.9619723,9.1125374,0.42241118,81.104571,270.77296,2.259,1,,,,2.8091276E-5,17.02809,527.26873,6.253765,0
3881075308.20873,,1857,23.5588,23.5588,69999.992,9.8999999E-6,23.645621,0.4777679,159.45504,0.707,96.6947,0.3417,256.14974,0.707,0.54961425,9.7445371,0.45210522,80.801514,269.02165,2.265,1,,,,2.8836586E-5,18.225075,559.11541,6.7435335,0
3881075483.66137,,1857,24.2368,24.2368,70000.203,9.8999999E-6,24.328876,0.4923093,177.57074,0.8434,102.68093,0.3695,280.25167,0.8434,1.7903562,10.440706,0.48169481,80.55483,266.72718,2.292,1,,,,2.9582834E-5,19.489074,591.8942,7.2987648,0
3881075663.33622,,1857,24.9154,24.9154,70000.266,9.8999999E-6,25.011764,0.50421631,198.62069,1.205,108.84985,0.3983,307.47054,1.205,2.7913752,11.226749,0.51257099,80.324929,263.75026,2.408,1,,,,3.0335777E-5,20.881412,625.58835,7.9410906,0
3881075848.60614,,1857,25.5931,25.5931,70000.242,9.8999999E-6,25.693056,0.51555745,223.31617,1.139,115.22524,0.4205,338.54141,1.139,1.8949744,12.175203,0.5499882,80.005042,260.01478,2.316,1,,,,3.0989935E-5,22.453498,660.13314,8.6916936,0
3881076040.12157,,1857,26.2708,26.2708,70000.148,9.8999999E-6,26.375567,0.52775767,253.50726,1.074,121.76318,0.4407,375.27044,1.074,0.95493278,13.268219,0.5851344,79.804948,255.14438,2.23,1,,,,3.1719523E-5,24.350407,695.67052,9.6114431,0
3881076238.37318,,1857,26.9486,26.9486,70000.219,9.8999999E-6,27.056983,0.53782513,291.71168,1.983,128.36838,0.4742,420.08006,1.983,4.1772399,14.687146,0.62554774,79.605576,248.75663,2.451,1,,,,3.2314019E-5,26.536438,732.0803,10.781383,0
3881076447.46345,,1857,27.6268,27.6268,70000,9.8999999E-6,27.737475,0.54443025,345.61699,2.281,134.97972,0.5228,480.5967,2.281,1.6653995,16.625221,0.66989635,79.390546,239.43896,2.415,1,,,,3.2975631E-5,29.374292,769.36754,12.46029,0
3881076670.17327,,1857,28.3052,28.3052,70000.219,9.8999999E-6,28.415924,0.5460857,428.55116,2.635,141.73269,0.565,570.28385,2.635,1.8925863,19.751096,0.72810971,79.144481,225.72635,2.352,1,,,,3.3361266E-5,33.250443,807.46473,15.081374,0
3881076915.27471,,1857,28.9833,28.9833,70000.195,9.8999999E-6,29.083288,0.52497863,603.04698,5.109,148.64657,0.5862,751.69354,5.109,3.4607716,26.453188,0.80919536,78.864384,200.34772,2.53,1,,,,3.3500733E-5,39.502191,845.83763,20.735172,0
3881084695.58984,,1857,29.661,29.661,69999.953,9.8999999E-6,29.756766,0.51771835,2941.8568,313.8,155.83418,0.608,3097.691,313.8,16769.435,116.76013,1.1208289,74.079817,24.955155,6.879E7,1,,,,3.5010173E-5,166.5216,885.46515,98.863456,0
3881085748.80336,,1857,30.3392,30.3392,70000.18,9.8999999E-6,30.51,0.63585968,323.34424,2.427,163.49898,0.6584,486.84322,2.427,4.9834182,14.950642,0.67775278,79.741088,270.03565,2.779,1,,,,3.6407554E-5,30.18854,930.86009,10.597976,0
3881085957.39134,,1857,31.0169,31.0169,70000.039,9.8999999E-6,31.182,0.65732488,313.30945,2.294,170.74096,0.7137,484.05041,2.294,1.9249244,14.773091,0.69957898,79.53508,279.23639,2.838,1,,,,3.6494483E-5,29.901284,972.31715,10.047766,0
3881086164.13927,,1857,31.6929,31.6929,70000.219,9.8999999E-6,31.859541,0.66745442,313.29022,2.257,178.28636,0.7453,491.57658,2.257,3.0405114,14.70841,0.7094748,79.53431,285.3103,2.888,1,,,,3.7112232E-5,29.546181,1015.0304,9.8334818,0
3881086370.94482,,1857,32.3736,32.3736,70000.195,9.8999999E-6,32.537695,0.67669854,318.90402,2.008,185.9967,0.7544,504.90071,2.008,2.2695098,14.92481,0.73142818,79.414935,289.46852,2.842,1,,,,3.7529034E-5,29.41682,1058.7016,9.8010636,0
3881086581.35407,,1857,33.0501,33.0501,70000.156,9.8999999E-6,33.220219,0.69023859,327.31775,2.27,193.72868,0.7727,521.04644,2.27,2.0184324,15.100823,0.74396819,79.42768,292.68648,2.957,1,,,,3.8234899E-5,29.849621,1103.583,9.8529679,0
3881086791.908,,1857,33.7269,33.7269,70000.172,9.8999999E-6,33.900801,0.70123275,337.58417,2.572,201.45102,0.814,539.03519,2.572,1.9525083,15.383051,0.75778592,79.496595,295.24645,3.076,1,,,,3.8790019E-5,30.201647,1149.2643,9.9579999,0
